week,job_title_raw,job_title_clean,company,location,seek_domain,seek_work_nature,seek_seniority,seek_confidence,mapper_domain,mapper_work_nature,mapper_seniority,mapper_confidence_pct,matched_keywords,flags,needs_review,domain_match
2026_W15,Senior Development Adviser - Digital,Senior Development Adviser,Ministry of Foreign Affairs & Trade,Wellington,Pending Review,Operational,3. Senior / Professional,Medium,Other/Noise,Review Required,Review Required,30,,Title does not match a known logistics domain — verify before use | Description is short — output is based mainly on title text,Yes,✗ DIFF
2026_W15,Business Analyst (Regulatory Change),Business Analyst,Kiwibank,"Auckland CBD, Auckland",Planning,Specialist / Support,4. Expert / Specialist,Medium,Planning,Specialist / Support,4. Expert / Specialist,80,business analyst,Description is short — output is based mainly on title text,,✓
2026_W15,Test Engineer - Contract,Test Engineer,OSF Digital,Auckland,Operations,Specialist / Support,2. Intermediate / Staff,Medium,Other/Noise,Review Required,Review Required,30,,Title does not match a known logistics domain — verify before use | Description is short — output is based mainly on title text,Yes,✗ DIFF
2026_W15,Senior Agile Business Analyst,Senior Agile Business Analyst,Greater Wellington,"Wellington Central, Wellington",Planning,Specialist / Support,3. Senior / Professional,High,Planning,Specialist / Support,4. Expert / Specialist,80,business analyst,Description is short — output is based mainly on title text,,✓
2026_W15,Accountant,Accountant,Laminex NZ,"Penrose, Auckland",Finance,Specialist / Support,2. Intermediate / Staff,Medium,Finance,Specialist / Support,2. Intermediate / Staff,72,accountant,Description is short — output is based mainly on title text,,✓
2026_W15,Assistant Accountant - 14 month contract,Assistant Accountant,Ryan and Alexander Consultancy Limited,"Tauranga Central, Bay of Plenty",Finance,Specialist / Support,1. Junior / Entry,Medium,Finance,Specialist / Support,1. Junior / Entry,72,accountant,Description is short — output is based mainly on title text,,✓
2026_W15,URGENT Class 5 B-Train Driver,Class 5 B-Train Driver,TLH Recruitment,Auckland,Transport,Operational,2. Intermediate / Staff,Medium,Transport,Operational,2. Intermediate / Staff,72,driver,Description is short — output is based mainly on title text,,✓
2026_W15,Territory Manager/Sales Representative,Territory Manager/Sales Representative,Beverage Brothers Ltd,"Tauranga Central, Bay of Plenty",Sales,Management,2. Intermediate / Staff,Medium,Sales,Management,4. Expert / Specialist,80,"sales, representative",Description is short — output is based mainly on title text,,✓
2026_W15,Sales Representative,Sales Representative,CB Norwood Distributors,"Mosgiel, Otago",Sales,Specialist / Support,2. Intermediate / Staff,Medium,Sales,Specialist / Support,2. Intermediate / Staff,80,"sales, representative",Description is short — output is based mainly on title text,,✓
2026_W15,Intermediate Geotechnical Engineer,Intermediate Geotechnical Engineer,Initia Limited,"Queenstown, Otago",Operations,Specialist / Support,2. Intermediate / Staff,High,Other/Noise,Review Required,Review Required,30,,Title does not match a known logistics domain — verify before use | Description is short — output is based mainly on title text,Yes,✗ DIFF
2026_W15,BAS Senior Manager,BAS Senior Manager,KG Recruitment Ltd,"Auckland CBD, Auckland",Planning,Management,3. Senior / Professional,High,Other/Noise,Review Required,Review Required,30,,Title does not match a known logistics domain — verify before use | Description is short — output is based mainly on title text,Yes,✗ DIFF
2026_W15,Senior Manager | Associate Director - Private Tax,Senior Manager,EY,"Christchurch Central, Canterbury",Pending Review,Management,3. Senior / Professional,Medium,Other/Noise,Review Required,Review Required,30,,Title does not match a known logistics domain — verify before use | Description is short — output is based mainly on title text,Yes,✗ DIFF
2026_W15,Branch Business Advisor,Branch Business Advisor,"Ministry of Business, Innovation and Employment",Wellington,Pending Review,Specialist / Support,2. Intermediate / Staff,High,Other/Noise,Review Required,Review Required,30,,Title does not match a known logistics domain — verify before use | Description is short — output is based mainly on title text,Yes,✗ DIFF
2026_W15,Vehicle Consignment and Auction Broker,Vehicle Consignment and Auction Broker,Sunday Drive,"Queenstown Central, Otago",Pending Review,Operational,2. Intermediate / Staff,Medium,Other/Noise,Review Required,Review Required,30,,Title does not match a known logistics domain — verify before use | Description is short — output is based mainly on title text,Yes,✗ DIFF
2026_W15,Sales Assistant/Retail Shop Assistant,Sales Assistant/Retail Shop Assistant,Expandatrack Ltd,"Christchurch Central, Canterbury",Operations,Specialist / Support,1. Junior / Entry,High,Sales,Specialist / Support,1. Junior / Entry,72,sales,Description is short — output is based mainly on title text,,✗ DIFF
2026_W15,Supermarket Assistant,Supermarket Assistant,New World,"Feilding, Manawatu",Operations,Specialist / Support,1. Junior / Entry,Medium,Other/Noise,Review Required,Review Required,30,,Title does not match a known logistics domain — verify before use | Description is short — output is based mainly on title text,Yes,✗ DIFF
2026_W15,Bathrooms Team Member - Mitre 10 MEGA Hornby,Bathrooms Team Member,Mitre 10,"Christchurch Central, Canterbury",Planning,Operational,2. Intermediate / Staff,Medium,Other/Noise,Review Required,Review Required,30,,Title does not match a known logistics domain — verify before use | Description is short — output is based mainly on title text,Yes,✗ DIFF
2026_W15,drainage labour,drainage labour,five star drainage limited,"Auckland CBD, Auckland",Pending Review,Operational,2. Intermediate / Staff,High,Other/Noise,Review Required,Review Required,30,,Title does not match a known logistics domain — verify before use | Description is short — output is based mainly on title text,Yes,✗ DIFF
2026_W15,Retail Assistant - Part Time - 2degrees Richmond,Retail Assistant,Threesixty Communications Ltd,"Richmond, Tasman",Operations,Specialist / Support,1. Junior / Entry,Medium,Other/Noise,Review Required,Review Required,30,retail,Title does not match a known logistics domain — verify before use | Description is short — output is based mainly on title text,Yes,✗ DIFF
2026_W15,Security Team Member - Mitre 10 MEGA Hornby,Security Team Member,Mitre 10,"Christchurch Central, Canterbury",Operations,Operational,2. Intermediate / Staff,Medium,Other/Noise,Review Required,Review Required,30,,Title does not match a known logistics domain — verify before use | Description is short — output is based mainly on title text,Yes,✗ DIFF
2026_W15,Retail Health Consultant (Part Time),Retail Health Consultant,Way Of Life 2025 Limited,"Pukekohe, Auckland",Pending Review,Specialist / Support,4. Expert / Specialist,Medium,Other/Noise,Review Required,Review Required,30,retail,Title does not match a known logistics domain — verify before use | Description is short — output is based mainly on title text,Yes,✗ DIFF
2026_W15,Checkout Supervisor-Bay of Islands,Checkout Supervisor-Bay of Islands,New World,"Kerikeri, Northland",Planning,Operational,2. Intermediate / Staff,Medium,Other/Noise,Review Required,Review Required,30,,Title does not match a known logistics domain — verify before use | Description is short — output is based mainly on title text,Yes,✗ DIFF
2026_W15,Customer Service Representative (Part Time) - bp Connect Bay View (Napier),Customer Service Representative,BP Oil New Zealand Limited,"Bay View, Hawkes Bay",Planning,Specialist / Support,2. Intermediate / Staff,Medium,Sales,Specialist / Support,2. Intermediate / Staff,88,"customer service, representative",Description is short — output is based mainly on title text,,✗ DIFF
2026_W15,Casual Merchandisers X2 | Wellington,Casual Merchandisers X2,George Weston Foods (NZ) Limited,"Wellington Central, Wellington",Sales,Operational,2. Intermediate / Staff,Medium,Sales,Specialist / Support,2. Intermediate / Staff,72,merchandiser,Description is short — output is based mainly on title text,,✓
2026_W15,Foreman / Project Engineer,Foreman,Progressive Group Limited,"Hamilton Central, Waikato",Operations,Specialist / Support,2. Intermediate / Staff,High,Other/Noise,Review Required,Review Required,30,,Title does not match a known logistics domain — verify before use | Description is short — output is based mainly on title text,Yes,✗ DIFF
2026_W15,Head of Innovation – Premium Consumer Brand,Head of Innovation,January Group Limited,"Auckland CBD, Auckland",Pending Review,Management,5. Executive / Strategic,Medium,Other/Noise,Review Required,Review Required,30,,Title does not match a known logistics domain — verify before use | Description is short — output is based mainly on title text,Yes,✗ DIFF
2026_W15,Chiropractic Assistant,Chiropractic Assistant,Limitless Chiropractic,"Miramar, Wellington",Operations,Specialist / Support,1. Junior / Entry,High,Other/Noise,Review Required,Review Required,30,,Title does not match a known logistics domain — verify before use | Description is short — output is based mainly on title text,Yes,✗ DIFF
2026_W15,Solar Sales Consultant,Solar Sales Consultant,Smart Systems Limited,"Christchurch Central, Canterbury",Sales,Specialist / Support,4. Expert / Specialist,High,Sales,Specialist / Support,4. Expert / Specialist,72,sales,Description is short — output is based mainly on title text,,✓
2026_W15,Water Serviceperson,Water Serviceperson,Watercare Services Limited,"Mangere, Auckland",Pending Review,Operational,2. Intermediate / Staff,Medium,Other/Noise,Review Required,Review Required,30,,Title does not match a known logistics domain — verify before use | Description is short — output is based mainly on title text,Yes,✗ DIFF
2026_W15,Master Data Specialist,Master Data Specialist,Synlait Milk Ltd,"Dunsandel, Canterbury",Pending Review,Specialist / Support,4. Expert / Specialist,Medium,Other/Noise,Review Required,Review Required,30,,Title does not match a known logistics domain — verify before use | Description is short — output is based mainly on title text,Yes,✗ DIFF
2026_W15,Customer Service & Administration Coordinator,Customer Service & Administration Coordinator,Diplomat New Zealand Limited,"Auckland CBD, Auckland",Operations,Specialist / Support,2. Intermediate / Staff,Medium,Sales,Specialist / Support,2. Intermediate / Staff,80,customer service,Description is short — output is based mainly on title text,,✗ DIFF
2026_W15,Inventory Specialist - Highbrook!,Inventory Specialist,Chemfreight,"East Tamaki, Auckland",Planning,Specialist / Support,4. Expert / Specialist,Medium,Warehouse,Specialist / Support,3. Senior / Professional,72,inventory,Description is short — output is based mainly on title text,,✗ DIFF
2026_W15,Technical Stores Assistant,Technical Stores Assistant,New Zealand Defence Force | Te Ope Kātua o Aotearoa,"Devonport, Auckland",Warehouse,Specialist / Support,1. Junior / Entry,High,Warehouse,Operational,1. Junior / Entry,80,stores assistant,Description is short — output is based mainly on title text,,✓
2026_W15,Supply Chain Analyst,Supply Chain Analyst,Hunter Campbell Limited,"Ellerslie, Auckland",Planning,Specialist / Support,4. Expert / Specialist,Medium,Planning,Specialist / Support,4. Expert / Specialist,80,supply chain,Description is short — output is based mainly on title text,,✓
2026_W15,Senior Business Analyst x3,Senior Business Analyst x3,Watercare Services Limited,"Newmarket, Auckland",Planning,Specialist / Support,3. Senior / Professional,Medium,Planning,Specialist / Support,4. Expert / Specialist,80,business analyst,Description is short — output is based mainly on title text,,✓
